"","0.87","X2","14","X4","X5","X6","X7","15","X9","X10","X11","X12","16","X14","X15","X16","X17","X18","X19","17","X21","X22","X23","X24","X25","X26","18","X28","X29","X30","X31","19","X33","X34","X35","X36","20","X38","X39","X40","X41","21","X43","X44","X45","X46","22","X48","X49","X50","X51","23","X53","X54","X55","X56","X57","X58","X59","X60"
"39","Paris","51.109933756323151","Paris","214","3539","5.7021049826805239","4.9608313349320561","Paris","135","33","80.357142857142861","69.910714285714292","Paris","20000","6500000","3.0769230769230771","4.2980526471151652","41.721128205128203","36.297381538461536","Paris","440","762","0.57742782152230976","2.9017406572112727","16.596719160104996","14.439145669291346","Paris","62","62","67.195767195767189","58.460317460317455","Paris","219","174","79.649122807017548","69.294736842105266","Paris","60","45","66.666666666666671","58.000000000000007","Paris","1","0","100","87","Paris","8530.18","18619.97","30.432919404800728","26.476639882176634","Paris","2","1.3277000000000001","2.6554000000000002","12.52","0.21209265175718853","0.21209265175718853","99.148931666934359","86.259570550232894"
"40","Quito","37.797206357532147","Quito","689","3064","18.358646416200372","15.972022382094323","Quito","131","37","77.976190476190482","67.839285714285722","Quito","625","1607733","0.38874614130580143","6.9862295827324408","5.2711514702171769","4.5859017790889443","Quito","49.64","372.39","0.13330110905233761","3.3458673696812449","3.8314071269368242","3.3333242004350372","Quito","79","79","58.201058201058203","50.634920634920633","Quito","360","315","63.15789473684211","54.947368421052637","Quito","38","23","82.962962962962962","72.177777777777777","Quito","0","1","0","0","Quito","7169.9","19980.25","25.350703461808479","22.055112011773378","Quito","0.35","1","0.35","2.13","0.16431924882629106","0.16431924882629106","99.340632935509277","86.426350653893067"
"41","Rio De Janeiro","46.262303314402111","Rio De Janeiro","71","3682","1.8918198774313879","1.6458832933653074","Rio De Janeiro","130","38","77.38095238095238","67.321428571428569","Rio De Janeiro","600","6453682","9.2970183532439313E-2","7.2820055405058026","1.260616807583645","1.0967366225977713","Rio De Janeiro","250","1200","0.20833333333333334","3.2708351454002491","5.9880208333333371","5.2095781250000028","Rio De Janeiro","72","72","61.904761904761905","53.857142857142854","Rio De Janeiro","314","269","68.538011695906434","59.628070175438594","Rio De Janeiro","15","0","100","87","Rio De Janeiro","1","0","100","87","Rio De Janeiro","5378.07","21772.080000000002","18.656150139601394","16.230850621453211","Rio De Janeiro","4.8","0.46410000000000001","2.2276799999999999","2.31","0.96436363636363631","0.96436363636363631","96.130279169649242","83.633342877594842"
"42","Rome","46.178124296116316","Rome","335","3418","8.9261923794297928","7.7657873701039195","Rome","130","38","77.38095238095238","67.321428571428569","Rome","0","2889305","0","7.3749757240382419","0","0","Rome","258","1287.4000000000001","0.20040391486717413","3.2787645638664085","5.7601095230697581","5.0112952850706893","Rome","45","45","76.19047619047619","66.285714285714292","Rome","300","255","70.175438596491233","61.05263157894737","Rome","32","17","87.407407407407405","76.044444444444437","Rome","1","0","100","87","Rome","2244.29","24905.86","6.9478645823409124","6.0446421866365938","Rome","3","1.3277000000000001","3.9831000000000003","7.97","0.49976160602258474","0.49976160602258474","97.994596826226754","85.255299238817273"
"43","San Francisco","53.502846248293814","San Francisco","175.5","3577.5","4.6762589928057565","4.0683453237410081","San Francisco","143.5","24.5","85.416666666666671","74.3125","San Francisco","700","1258722","0.55611961974129309","6.8188561042969491","7.5406298345994287","6.560347956101503","San Francisco","346.00900000000001","121","2.8595785123966944","0.61958996633688823","82.191435392561985","71.506548791528928","San Francisco","81","81","57.142857142857146","49.714285714285715","San Francisco","203","158","81.520467836257311","70.92280701754386","San Francisco","40","25","81.481481481481481","70.888888888888886","San Francisco","1","0","100","87","San Francisco","4741.13","22409.02","16.276444032969323","14.160506308683312","San Francisco","3.5","1","3.5","11.05","0.31674208144796379","0.31674208144796379","98.729002853063136","85.894232482164924"
"44","Santiago","48.744743454538892","Santiago","103","3650","2.7444710897948283","2.3876898481215005","Santiago","125","43","74.404761904761898","64.732142857142847","Santiago","2100","6434576","0.32636183021227816","7.0486138938259639","4.4252597218526972","3.8499759580118464","Santiago","214","614","0.34853420195439738","3.130634276779185","10.017744299674277","8.7154375407166214","Santiago","72","72","61.904761904761905","53.857142857142854","Santiago","233","188","78.011695906432749","67.87017543859649","Santiago","26","11","91.851851851851848","79.911111111111111","Santiago","1","0","100","87","Santiago","10479.77","16670.38","37.716888426103907","32.813692930710396","Santiago","250","2E-3","0.5","2.5299999999999998","0.19762845849802374","0.19762845849802374","99.206972418201445","86.31006600383526"
"45","Sao Paulo","43.098660801375196","Sao Paulo","260.8","3492.2","6.9491073807620722","6.0457234212630029","Sao Paulo","140","28","83.333333333333329","72.5","Sao Paulo","1500","11895893","0.12609393847103367","7.2488817855672085","1.709753946172853","1.487485933170382","Sao Paulo","120","1522","7.8843626806833114E-2","3.4003248519267495","2.2661629434954023","1.9715617608409999","Sao Paulo","83","83","56.084656084656089","48.793650793650798","Sao Paulo","344","299","65.029239766081872","56.575438596491232","Sao Paulo","75","60","55.555555555555557","48.333333333333336","Sao Paulo","1","0","100","87","Sao Paulo","7815.96","19334.190000000002","27.7644832954674","24.155100467056638","Sao Paulo","4.0999999999999996","0.46410000000000001","1.9028099999999999","2.31","0.82372727272727264","0.82372727272727264","96.694613457408735","84.124313707945603"
"46","Seoul","51.606434410751092","Seoul","526.29999999999995","3226.7","14.023447908340003","12.200399680255803","Seoul","129.5","38.5","77.083333333333329","67.0625","Seoul","570","10117909","5.6335750795940151E-2","7.318639973242302","0.76387710148411259","0.66457307829117795","Seoul","666","605","1.1008264462809918","2.3783420324525908","31.640504132231413","27.527238595041329","Seoul","50","50","73.544973544973544","63.984126984126981","Seoul","232.2","187.2","78.10526315789474","48.740350877192988","Seoul","40","25","81.481481481481481","70.888888888888886","Seoul","1","0","100","87","Seoul","16723.82","10426.330000000002","61.045622553519472","53.109691621561943","Seoul","3000","8.9999999999999998E-4","2.6999999999999997","4.46","0.60538116591928248","0.60538116591928248","97.570775151898701","84.886574382151863"
"47","Shanghai","47.16446568848945","Shanghai","439","3314","11.697308819610981","10.176658673061553","Shanghai","126","42","75","65.25","Shanghai","28000","21766000","1.2864099972434071","6.088565726794835","17.442904836289017","15.175327207571446","Shanghai","0","3800","0","3.4791684787335826","0","0","Shanghai","81","81","57.142857142857146","49.714285714285715","Shanghai","81","36","95.78947368421052","83.336842105263159","Shanghai","58","43","68.148148148148152","59.288888888888891","Shanghai","1","0","100","87","Shanghai","5727.89","21422.260000000002","19.96313162957226","17.367924517727864","Shanghai","13","0.1615","2.0994999999999999","2.75","0.76345454545454539","0.76345454545454539","96.936471009305649","84.33472977809592"
"48","Singapore","48.573324764606049","Singapore","182","3571","4.8494537703170835","4.2190247801758627","Singapore","132.5","35.5","78.86904761904762","68.616071428571431","Singapore","0","5312400","0","7.3749757240382419","0","0","Singapore","0","718.3","0","3.4791684787335826","0","0","Singapore","22","22","88.359788359788354","76.873015873015873","Singapore","91","46","94.619883040935676","82.319298245614036","Singapore","58","43","68.148148148148152","59.288888888888891","Singapore","1","0","100","87","Singapore","7395.8","19754.350000000002","26.194700713493376","22.789389620739236","Singapore","3.4","0.79949999999999999","2.7182999999999997","4","0.67957499999999993","0.67957499999999993","97.273056102362204","84.627558809055117"
"49","Sydney","38.314966009373613","Sydney","28.39","3724.61","0.75646149746869185","0.65812150279776194","Sydney","147","21","87.5","76.125","Sydney","0","187561","0","7.3749757240382419","0","0","Sydney","200","12367","1.6172070833670251E-2","3.4629964078999125","0.46482574593676418","0.40439839896498481","Sydney","132","132","30.158730158730165","26.238095238095244","Sydney","696","651","23.859649122807028","20.757894736842115","Sydney","17","2","98.518518518518519","85.711111111111109","Sydney","1","0","100","87","Sydney","384.66","26765.49","0","0","Sydney","3.6","0.96499999999999997","3.4739999999999998","16.28","0.21339066339066337","0.21339066339066337","99.143723110258549","86.255039105924936"
"50","Tehran","44.794019160407331","Tehran","376","3377","10.018651745270461","8.7162270183853003","Tehran","119","49","70.833333333333329","61.624999999999993","Tehran","7600","8154051","0.93205205608843988","6.4429236679498016","12.638035580923727","10.995090955403642","Tehran","222","730","0.30410958904109592","3.1750588896924867","8.7408698630136996","7.6045567808219188","Tehran","60","60","68.253968253968253","59.38095238095238","Tehran","390","345","59.649122807017548","51.894736842105267","Tehran","90","75","44.44444444444445","38.666666666666671","Tehran","1","0","100","87","Tehran","11169.93","15980.220000000001","40.29543266347823","35.057026417226062","Tehran","0.42","1E-4","4.1999999999999998E-5","2.2400000000000002","1.8749999999999998E-5","1.8749999999999998E-5","99.999924761508183","86.999934542512122"
"51","Tel Aviv","49.931293742516793","Tel Aviv","44.136000000000003","3708.864","1.1760191846522758","1.0231366906474799","Tel Aviv","103.5","64.5","61.607142857142854","53.598214285714285","Tel Aviv","1650","1331300","1.2393900698565312","6.1355856541817104","16.80534440021033","14.620649628182987","Tel Aviv","120","170","0.70588235294117652","2.773286125792406","20.288823529411772","17.651276470588243","Tel Aviv","23","23","87.830687830687836","76.412698412698418","Tel Aviv","105","60","92.982456140350877","80.89473684210526","Tel Aviv","59","44","67.407407407407419","58.644444444444453","Tel Aviv","1","0","100","87","Tel Aviv","7831.18","19318.97","27.821347563597755","24.204572380330045","Tel Aviv","11.5","0.27729999999999999","3.1889499999999997","6.41","0.49749609984399373","0.49749609984399373","98.003687667191727","85.263208270456801"
"52","Tokyo","34.995684837938974","Tokyo","326","3427","8.6863842259525796","7.5571542765787445","Tokyo","133","35","79.166666666666671","68.875","Tokyo","200","13202041","1.514917276805912E-2","7.3598265512701824","0.20541318825880239","0.17870947378515809","Tokyo","126","2187.66","5.7595787279558983E-2","3.4215726914540237","1.6554469158827203","1.4402388168179667","Tokyo","150","150","20.634920634920633","17.952380952380949","Tokyo","900","855","0","0","Tokyo","50","35","74.074074074074076","64.444444444444443","Tokyo","1","0","100","87","Tokyo","6034.78","21115.370000000003","21.109720016334464","18.365456414210982","Tokyo","730","1.0200000000000001E-2","7.4460000000000006","9.1","0.81824175824175838","0.81824175824175838","96.716625288702815","84.143464001171452"
"53","Toronto","40.305344951395121","Toronto","150.30000000000001","3602.7","4.0047961630695568","3.4841726618705144","Toronto","133.5","34.5","79.464285714285722","69.133928571428584","Toronto","800","2615060","0.30592032305186112","7.0690554009863806","4.1480858310453073","3.6088346730094174","Toronto","117","630.21","0.18565240158042556","3.2935160771531571","5.336114152425381","4.6424193126100812","Toronto","94","94","50.264550264550266","43.730158730158735","Toronto","422","377","55.906432748538016","48.638596491228071","Toronto","80","65","51.851851851851855","45.111111111111114","Toronto","1","0","100","87","Toronto","4149.51","23000.639999999999","14.066060438273325","12.237472581297792","Toronto","4.5","0.97109999999999996","4.3699500000000002","9.9499999999999993","0.43919095477386938","0.43919095477386938","98.237649863490688","85.466755381236894"
"54","Vancouver","58.984778735894395","Vancouver","27","3726","0.71942446043165376","0.62589928057553879","Vancouver","133.5","34.5","79.464285714285722","69.133928571428584","Vancouver","1500","603502","2.4854930058226818","4.88948271821556","33.701711013385207","29.320488581645129","Vancouver","400","114.97","3.4791684787335826","0","100","87","Vancouver","40","40","78.835978835978835","68.587301587301582","Vancouver","132","87","89.824561403508767","78.147368421052633","Vancouver","44","29","78.518518518518519","68.311111111111117","Vancouver","1","0","100","87","Vancouver","5249.21","21900.940000000002","18.174709299175916","15.811997090283047","Vancouver","3.2","0.97109999999999996","3.1075200000000001","9.9499999999999993","0.312313567839196","0.312313567839196","98.74677323626004","85.909692715546228"
"55","Warsaw","41.390621611415","Warsaw","406","3347","10.818012256861181","9.4116706634692271","Warsaw","168","0","100","87","Warsaw","2650","1724404","1.5367628467574885","5.8382128772807533","20.837530918895268","18.128651899438882","Warsaw","400","517.22","0.7733652990990294","2.705803179634553","22.228452109353867","19.338753335137863","Warsaw","64","64","66.137566137566139","57.539682539682538","Warsaw","371","326","61.87134502923977","53.828070175438597","Warsaw","33","18","86.666666666666671","75.400000000000006","Warsaw","0","1","0","0","Warsaw","3333.99","23816.160000000003","11.019151900450908","9.5866621533922896","Warsaw","8","0.31690000000000002","2.5352000000000001","2.66","0.95308270676691731","0.95308270676691731","96.175546376540993","83.672725347590656"
"56","Washington","48.804881090633444","Washington","188","3565","5.0093258726352303","4.3581135091926502","Washington","137","31","81.547619047619051","70.946428571428569","Washington","2500","658893","3.7942427677938602","3.5807329562443817","51.447528910865145","44.759350152452676","Washington","80.467200000000005","177","0.45461694915254242","3.0245515295810401","13.066827661016958","11.368140065084754","Washington","60","60","68.253968253968253","59.38095238095238","Washington","124","79","90.760233918128648","78.961403508771923","Washington","96","81","40","34.799999999999997","Washington","1","0","100","87","Washington","3722.56","23427.59","12.470909368743108","10.849691150806503","Washington","3.25","1","3.25","8.25","0.39393939393939392","0.39393939393939392","98.419231686948223","85.624731567644957"
"57",NA,"Africa","highest","3753",NA,NA,NA,"highest","168",NA,NA,NA,"highest","7.3749757240382419",NA,NA,NA,NA,NA,"highest","3.4791684787335826",NA,NA,NA,NA,NA,"highest","189",NA,NA,NA,"highest","900",NA,NA,NA,"highest","150",NA,NA,NA,"highest","1",NA,NA,NA,"highest","27150.15",NA,NA,NA,"highest","24.920754716981133",NA,NA,NA,NA,NA,NA,NA
"58",NA,"Asia","lowest","0",NA,NA,NA,"lowest","0",NA,NA,NA,"lowest","0",NA,NA,NA,NA,NA,"lowest","0",NA,NA,NA,NA,NA,"lowest","0",NA,NA,NA,"lowest","45",NA,NA,NA,"lowest","15",NA,NA,NA,"lowest","0",NA,NA,NA,"lowest","384.66",NA,NA,NA,"lowest","0",NA,NA,NA,NA,NA,NA,NA
"59",NA,"Europe","difference","3753",NA,NA,NA,"difference","168",NA,NA,NA,"difference","7.3749757240382419",NA,NA,NA,NA,NA,"difference","3.4791684787335826",NA,NA,NA,NA,NA,"difference","189",NA,NA,NA,"difference","855",NA,NA,NA,"difference","135",NA,NA,NA,"difference","1",NA,NA,NA,"difference","26765.49",NA,NA,NA,"difference","24.920754716981133",NA,NA,NA,NA,NA,NA,NA
"60",NA,"Latin America","count","55",NA,NA,NA,"count","55",NA,NA,NA,"count","55",NA,NA,NA,NA,NA,"count","55",NA,NA,NA,NA,NA,"count","55",NA,NA,NA,"count","55",NA,NA,NA,"count","55",NA,NA,NA,"count","55",NA,NA,NA,"count","55",NA,NA,NA,"count","55",NA,NA,NA,NA,NA,NA,NA
"61",NA,"USA/Can","ratio","2.664535038635758E-2",NA,NA,NA,"ratio","0.59523809523809523",NA,NA,NA,"ratio","13.559366666666666",NA,NA,NA,NA,NA,"ratio","28.7425",NA,NA,NA,NA,NA,"ratio","0.52910052910052907",NA,NA,NA,"ratio","0.11695906432748537",NA,NA,NA,"ratio","0.7407407407407407",NA,NA,NA,"ratio","100",NA,NA,NA,"ratio","3.736154279260346E-3",NA,NA,NA,"ratio","4.0127195639006663",NA,NA,NA,NA,NA,NA,NA
"62",NA,"Middle East + Sydney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Amsterdam","64.008715080506747","Mexico City","3753","0","100","87","Chicago","168","0","100","87","Amsterdam","6000","813562","7.3749757240382419","0","100","87","Vancouver","400","114.97","3.4791684787335826","0","100","87","Dar Es Salaam","0","0","100","87","Bogota",NA,"-45","105.26315789473684","91.578947368421041","Beirut","15","0","100","87","Amsterdam","1","0","100","87","Mumbai","27150.15","0","100","87","Beirut","0","6.9999999999999999E-4","0","1.4","0","0","100","87"
"64","Vancouver","58.984778735894395","Berlin","1900","1853","50.626165734079407","44.044764188649083","Dubai","168","0","100","87","Washington","2500","658893","3.7942427677938602","3.5807329562443817","51.447528910865145","44.759350152452676","Amsterdam","513","164","3.1280487804878048","0.35111969824577782","89.90794207317073","78.219909603658536","Manila","17","17","91.005291005291014","79.174603174603178","Beirut","45","0","100","87","London","15","0","100","87","Berlin","1","0","100","87","Cairo","19375.66","7774.4900000000016","70.953305917433227","61.729376148166907","Durban",NA,"0.1038","0","1.38","0","0","100","87"
"65","Berlin","55.904859479554645","New York City","1160","2593","30.908606448174794","26.890487609912071","New York City","168","0","100","87","Paris","20000","6500000","3.0769230769230771","4.2980526471151652","41.721128205128203","36.297381538461536","San Francisco","346.00900000000001","121","2.8595785123966944","0.61958996633688823","82.191435392561985","71.506548791528928","Singapore","22","22","88.359788359788354","76.873015873015873","Jakarta","51","6","99.298245614035082","86.389473684210515","Mumbai","15","0","100","87","Bogota","1","0","100","87","Beirut","19000","8150.1500000000015","69.549782200886284","60.508310514771068","Tehran","0.42","1E-4","4.1999999999999998E-5","2.2400000000000002","1.8749999999999998E-5","1.8749999999999998E-5","99.999924761508183","86.999934542512122"
"66","Mumbai","54.485213883628148","Caracas","1123.5","2629.5","29.936051159072747","26.04436450839329","Warsaw","168","0","100","87","Vancouver","1500","603502","2.4854930058226818","4.88948271821556","33.701711013385207","29.320488581645129","Berlin","1087","892","1.2186098654708519","2.2605586132627309","35.025894058295961","30.472527830717485","Tel Aviv","23","23","87.830687830687836","76.412698412698418","Manila","55","10","98.830409356725141","85.982456140350877","Rio De Janeiro","15","0","100","87","Boston","1","0","100","87","Manila","18567.03","8583.1200000000026","67.93213948259492","59.100961349857577","Manila","3.5","2.3599999999999999E-2","8.2599999999999993E-2","1.29","6.4031007751937971E-2","6.4031007751937971E-2","99.743061522497527","86.776463524572847"
"67","San Francisco","53.502846248293814","Buenos Aires","860","2893","22.915001332267522","19.936051159072743","Los Angeles","156","12","92.857142857142861","80.785714285714292","London","19200","8173941","2.3489281363787677","5.0260475876594741","31.849977874809724","27.70948075108446","Seoul","666","605","1.1008264462809918","2.3783420324525908","31.640504132231413","27.527238595041329","Beirut","25","25","86.772486772486772","75.492063492063494","Boston","63","18","97.89473684210526","85.168421052631572","Sydney","17","2","98.518518518518519","85.711111111111109","Buenos Aires","1","0","100","87","Lagos","18157.18","8992.9700000000012","66.400876651240083","57.768762686578874","Casablanca","1.7","0.1201","0.20416999999999999","1.47","0.13889115646258504","0.13889115646258504","99.442668739209793","86.515121803112521"
"68","Buenos Aires","53.344204667420648","Osaka","762.6","2990.4","20.319744204636294","17.678177458033577","Berlin","153","15","91.071428571428569","79.232142857142861","Boston","1300","645966","2.0124898214457105","5.3624859025925318","27.288087401916911","23.740636039667713","Detroit","69.2","89","0.77752808988764044","2.7016403888459424","22.348101123595498","19.442847977528082","Berlin","30","30","84.126984126984127","73.19047619047619","Lima","63","18","97.89473684210526","85.168421052631572","Dar Es Salaam","24","9","93.333333333333329","81.199999999999989","Caracas","1","0","100","87","Jakarta","17129.55","10020.600000000002","62.561492429243771","54.428498413442078","Quito","0.35","1","0.35","2.13","0.16431924882629106","0.16431924882629106","99.340632935509277","86.426350653893067"
"69","Boston","53.004735642708191","Quito","689","3064","18.358646416200372","15.972022382094323","Mumbai","147","21","87.5","76.125","Warsaw","2650","1724404","1.5367628467574885","5.8382128772807533","20.837530918895268","18.128651899438882","Warsaw","400","517.22","0.7733652990990294","2.705803179634553","22.228452109353867","19.338753335137863","Boston","31","31","83.597883597883595","72.73015873015872","Shanghai","81","36","95.78947368421052","83.336842105263159","Boston","25","10","92.592592592592595","80.555555555555557","Chicago","1","0","100","87","Seoul","16723.82","10426.330000000002","61.045622553519472","53.109691621561943","Moscow","6.98","3.1399999999999997E-2","0.21917200000000001","1.21","0.18113388429752067","0.18113388429752067","99.273160518794015","86.367649651350789"
"70","New York City","52.869299325521879","Seoul","526.29999999999995","3226.7","14.023447908340003","12.200399680255803","Sydney","147","21","87.5","76.125","Montreal","5120","3824220","1.3388351088588","6.0361406151794421","18.153756147223049","15.793767848084054","Bogota","376","528","0.71212121212121215","2.7670472666123702","20.468143939393954","17.80728522727274","Johannesburg","38","38","79.894179894179899","69.507936507936506","Singapore","91","46","94.619883040935676","82.319298245614036","Dubai","26","11","91.851851851851848","79.911111111111111","Dallas","1","0","100","87","Bogota","14728.87","12421.28","53.592181574109048","46.625197969474868","Santiago","250","2E-3","0.5","2.5299999999999998","0.19762845849802374","0.19762845849802374","99.206972418201445","86.31006600383526"
"71","Bogota","52.646936462744314","Shanghai","439","3314","11.697308819610981","10.176658673061553","San Francisco","143.5","24.5","85.416666666666671","74.3125","New York City","10950","8405837","1.3026662306204606","6.072309493417781","17.663329065267391","15.36709628678263","Tel Aviv","120","170","0.70588235294117652","2.773286125792406","20.288823529411772","17.651276470588243","Vancouver","40","40","78.835978835978835","68.587301587301582","Tel Aviv","105","60","92.982456140350877","80.89473684210526","Santiago","26","11","91.851851851851848","79.911111111111111","Detroit","1","0","100","87","Buenos Aires","14237.2","12912.95","51.755226599625111","45.027047141673847","Paris","2","1.3277000000000001","2.6554000000000002","12.52","0.21209265175718853","0.21209265175718853","99.148931666934359","86.259570550232894"
"72","Osaka","51.630173724039864","London","430","3323","11.457500666133768","9.9680255795363788","Boston","143","25","85.11904761904762","74.053571428571431","Shanghai","28000","21766000","1.2864099972434071","6.088565726794835","17.442904836289017","15.175327207571446","Buenos Aires","130","203","0.64039408866995073","2.838774390063632","18.406527093596054","16.013678571428567","Osaka","44","44","76.719576719576722","66.746031746031747","Washington","124","79","90.760233918128648","78.961403508771923","Lima","30","15","88.888888888888886","77.333333333333329","Dubai","1","0","100","87","Accra","13115.61","14034.54","47.564793321549502","41.381370189748068","Sydney","3.6","0.96499999999999997","3.4739999999999998","16.28","0.21339066339066337","0.21339066339066337","99.143723110258549","86.255039105924936"
"73","Seoul","51.606434410751092","Warsaw","406","3347","10.818012256861181","9.4116706634692271","Dallas","143","25","85.11904761904762","74.053571428571431","Tel Aviv","1650","1331300","1.2393900698565312","6.1355856541817104","16.80534440021033","14.620649628182987","Paris","440","762","0.57742782152230976","2.9017406572112727","16.596719160104996","14.439145669291346","Rome","45","45","76.19047619047619","66.285714285714292","Vancouver","132","87","89.824561403508767","78.147368421052633","Miami","30","15","88.888888888888886","77.333333333333329","Hong Kong","1","0","100","87","Osaka","12033.57","15116.580000000002","43.522124945218636","37.864248702340213","Karachi","15","9.9000000000000008E-3","0.14850000000000002","0.52","0.28557692307692312","0.28557692307692312","98.854059893770682","86.003032107580495"
"74","Mexico City","51.262585922241577","Amsterdam","380","3373","10.125233146815887","8.8089528377298212","Cairo","140","28","83.333333333333329","72.5","Chicago","3000","2718782","1.1034352883018939","6.2715404357363482","14.961883667024424","13.016838790311249","Dallas","198","343","0.57725947521865895","2.9019090035149238","16.591880466472304","14.434936005830904","Seoul","50","50","73.544973544973544","63.984126984126981","Caracas","137","92","89.239766081871352","77.638596491228071","Rome","32","17","87.407407407407405","76.044444444444437","Istanbul","1","0","100","87","New Delhi","11312.63","15837.520000000002","40.828581879128677","35.520866234841947","New York City","2.5","1","2.5","8.75","0.2857142857142857","0.2857142857142857","98.853508696028385","86.00255256554469"
"75","Paris","51.109933756323151","Tehran","376","3377","10.018651745270461","8.7162270183853003","Madrid","140","28","83.333333333333329","72.5","Buenos Aires","3000","2890151","1.0380080487144097","6.336967675323832","14.074731735469882","12.245016609858798","New York City","410","786","0.52162849872773542","2.9575399800058473","14.992907124681935","13.043829198473283","Amsterdam","51","51","73.015873015873012","63.523809523809518","Miami","145","100","88.304093567251471","76.824561403508781","Berlin","33","18","86.666666666666671","75.400000000000006","Jakarta","1","0","100","87","Tehran","11169.93","15980.220000000001","40.29543266347823","35.057026417226062","Detroit","2.5","1","2.5","8.15","0.30674846625766872","0.30674846625766872","98.769104428251325","85.929120852578649"
"76","Tel Aviv","49.931293742516793","Chicago","360.5","3392.5","9.6056488142819063","8.3569144684252592","Miami","140","28","83.333333333333329","72.5","Tehran","7600","8154051","0.93205205608843988","6.4429236679498016","12.638035580923727","10.995090955403642","Washington","80.467200000000005","177","0.45461694915254242","3.0245515295810401","13.066827661016958","11.368140065084754","Madrid","53","53","71.957671957671963","62.603174603174608","Accra","148","103","87.953216374269005","76.519298245614038","Warsaw","33","18","86.666666666666671","75.400000000000006","Karachi","1","0","100","87","New York City","10694.45","16455.7","38.518966026775523","33.511500443294707","Dallas","2.25","1","2.25","7.25","0.31034482758620691","0.31034482758620691","98.754673238789451","85.91656571774682"
"77","Washington","48.804881090633444","Rome","335","3418","8.9261923794297928","7.7657873701039195","Sao Paulo","140","28","83.333333333333329","72.5","San Francisco","700","1258722","0.55611961974129309","6.8188561042969491","7.5406298345994287","6.560347956101503","Osaka","87.2","223","0.39103139013452914","3.0881370885990536","11.239219730941699","9.778121165919277","Mexico City","53","53","71.957671957671963","62.603174603174608","Osaka","150","105","87.719298245614041","76.31578947368422","Bogota","35","20","85.18518518518519","74.111111111111114","Lima","1","0","100","87","Casablanca","10480.120000000001","16670.03","37.718196080101656","32.814830589688441","Vancouver","3.2","0.97109999999999996","3.1075200000000001","9.9499999999999993","0.312313567839196","0.312313567839196","98.74677323626004","85.909692715546228"
"78","Santiago","48.744743454538892","Moscow","332.2","3420.8","8.8515853983479929","7.7008792965627535","Amsterdam","138","30","82.142857142857139","71.464285714285708","Berlin","1750","3421829","0.51142240012578066","6.8635533239124609","6.9345638448521782","6.0330705450213946","Santiago","214","614","0.34853420195439738","3.130634276779185","10.017744299674277","8.7154375407166214","Mumbai","58","58","69.312169312169317","60.301587301587304","Buenos Aires","160","115","86.549707602339183","75.298245614035082","New York City","37","22","83.703703703703709","72.822222222222223","London","1","0","100","87","Santiago","10479.77","16670.38","37.716888426103907","32.813692930710396","Los Angeles","2.85","1","2.85","9","0.31666666666666665","0.31666666666666665","98.729305471431459","85.894495760145375"
